stamp,joint1_to_base,joint2_to_joint1,joint3_to_joint2,joint4_to_joint3,joint5_to_joint4,joint6_to_joint5,gripper_controller
16.788,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.800,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.812,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.824,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.836,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.848,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.860,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.872,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.884,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.896,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.908,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.920,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.932,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.944,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.956,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.968,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.980,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
16.992,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.004,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.016,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.028,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.040,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.052,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.064,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.076,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.088,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.100,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.112,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.124,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.136,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.148,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.160,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.172,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.184,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.196,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.208,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.220,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.232,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.244,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.256,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.268,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.280,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.292,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.304,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.316,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.328,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.340,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.352,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.364,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.376,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.388,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.400,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.412,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.424,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.436,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.448,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.460,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.472,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.484,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.496,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.508,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.520,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.532,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000
17.544,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.556,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.568,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.580,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.592,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.604,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.616,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.628,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.640,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.652,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.664,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.676,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.688,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.700,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.712,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.724,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.736,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.748,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.760,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.772,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.784,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.796,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.808,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.820,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.832,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.844,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.856,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.868,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.880,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.892,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.904,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.916,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.928,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.940,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.952,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.964,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.976,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
17.988,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.012,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.024,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.036,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.048,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.060,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.072,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.084,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.096,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.108,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.120,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.132,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.144,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.156,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.168,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.180,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.192,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.204,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.216,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.228,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.240,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.252,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.264,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.276,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.288,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.300,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.312,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.324,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.336,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.348,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.360,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.372,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.384,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.396,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.408,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.420,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.432,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.444,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.456,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.468,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.480,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.492,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.504,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.516,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.528,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.540,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.552,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.564,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.576,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.588,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.600,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.612,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.624,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.636,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000
18.648,0.0001,-0.0000,0.0000,0.0000,0.0005,0.0006,0.0000
18.660,0.0002,-0.0001,0.0001,0.0000,0.0014,0.0016,0.0000
18.672,0.0003,-0.0001,0.0002,0.0000,0.0027,0.0031,0.0000
18.684,0.0005,-0.0002,0.0003,0.0000,0.0044,0.0050,0.0000
18.696,0.0008,-0.0003,0.0004,0.0000,0.0063,0.0072,0.0000
18.708,0.0011,-0.0004,0.0005,0.0001,0.0086,0.0097,0.0000
18.720,0.0014,-0.0005,0.0007,0.0001,0.0110,0.0125,0.0000
18.732,0.0017,-0.0006,0.0008,0.0001,0.0136,0.0155,0.0000
18.744,0.0020,-0.0007,0.0010,0.0001,0.0165,0.0187,0.0000
18.756,0.0024,-0.0009,0.0012,0.0001,0.0195,0.0221,0.0000
18.768,0.0028,-0.0010,0.0013,0.0002,0.0226,0.0257,0.0000
18.780,0.0032,-0.0012,0.0015,0.0002,0.0258,0.0293,0.0000
18.792,0.0036,-0.0013,0.0017,0.0002,0.0292,0.0331,0.0000
18.804,0.0040,-0.0015,0.0019,0.0002,0.0326,0.0371,0.0000
18.816,0.0044,-0.0016,0.0021,0.0003,0.0361,0.0411,0.0000
18.828,0.0049,-0.0018,0.0024,0.0003,0.0397,0.0452,0.0000
18.840,0.0053,-0.0019,0.0026,0.0003,0.0434,0.0493,0.0000
18.852,0.0058,-0.0021,0.0028,0.0003,0.0471,0.0535,0.0000
18.864,0.0063,-0.0023,0.0030,0.0004,0.0509,0.0578,0.0000
18.876,0.0067,-0.0025,0.0032,0.0004,0.0547,0.0622,0.0000
18.888,0.0072,-0.0026,0.0035,0.0004,0.0585,0.0665,0.0000
18.900,0.0077,-0.0028,0.0037,0.0004,0.0624,0.0709,0.0000
18.912,0.0082,-0.0030,0.0039,0.0005,0.0663,0.0754,0.0000
18.924,0.0086,-0.0032,0.0042,0.0005,0.0703,0.0799,0.0000
18.936,0.0091,-0.0033,0.0044,0.0005,0.0742,0.0844,0.0000
18.948,0.0096,-0.0035,0.0046,0.0005,0.0782,0.0889,0.0000
18.960,0.0101,-0.0037,0.0049,0.0006,0.0822,0.0935,0.0000
18.972,0.0106,-0.0039,0.0051,0.0006,0.0862,0.0980,0.0000
18.984,0.0111,-0.0041,0.0054,0.0006,0.0903,0.1026,0.0000
18.996,0.0116,-0.0042,0.0056,0.0007,0.0943,0.1072,0.0000
19.008,0.0121,-0.0044,0.0058,0.0007,0.0984,0.1118,0.0000
19.020,0.0126,-0.0046,0.0061,0.0007,0.1024,0.1164,0.0000
19.032,0.0131,-0.0048,0.0063,0.0007,0.1065,0.1210,0.0000
19.044,0.0136,-0.0050,0.0066,0.0008,0.1106,0.1257,0.0000
19.056,0.0141,-0.0052,0.0068,0.0008,0.1146,0.1303,0.0000
19.068,0.0146,-0.0053,0.0071,0.0008,0.1187,0.1350,0.0000
19.080,0.0151,-0.0055,0.0073,0.0009,0.1228,0.1396,0.0000
19.092,0.0156,-0.0057,0.0075,0.0009,0.1269,0.1443,0.0000
19.104,0.0161,-0.0059,0.0078,0.0009,0.1310,0.1489,0.0000
19.116,0.0166,-0.0061,0.0080,0.0009,0.1351,0.1536,0.0000
19.128,0.0171,-0.0063,0.0083,0.0010,0.1392,0.1583,0.0000
19.140,0.0176,-0.0064,0.0085,0.0010,0.1434,0.1630,0.0000
19.152,0.0181,-0.0066,0.0088,0.0010,0.1475,0.1676,0.0000
19.164,0.0186,-0.0068,0.0090,0.0011,0.1516,0.1723,0.0000
19.176,0.0191,-0.0070,0.0092,0.0011,0.1557,0.1770,0.0000
19.188,0.0197,-0.0072,0.0095,0.0011,0.1598,0.1817,0.0000
19.200,0.0202,-0.0074,0.0097,0.0011,0.1639,0.1864,0.0000
19.212,0.0207,-0.0076,0.0100,0.0012,0.1681,0.1911,0.0000
19.224,0.0212,-0.0077,0.0102,0.0012,0.1722,0.1957,0.0000
19.236,0.0217,-0.0079,0.0105,0.0012,0.1763,0.2004,0.0000
19.248,0.0222,-0.0081,0.0107,0.0013,0.1804,0.2051,0.0000
19.260,0.0227,-0.0083,0.0110,0.0013,0.1846,0.2098,0.0000
19.272,0.0232,-0.0085,0.0112,0.0013,0.1887,0.2145,0.0000
19.284,0.0237,-0.0087,0.0115,0.0013,0.1928,0.2192,0.0000
19.296,0.0242,-0.0088,0.0117,0.0014,0.1970,0.2239,-0.0000
19.308,0.0247,-0.0090,0.0119,0.0014,0.2011,0.2286,-0.0000
19.320,0.0252,-0.0092,0.0122,0.0014,0.2052,0.2333,-0.0000
19.332,0.0257,-0.0094,0.0124,0.0015,0.2093,0.2380,-0.0000
19.344,0.0262,-0.0096,0.0127,0.0015,0.2135,0.2427,-0.0000
19.356,0.0268,-0.0098,0.0129,0.0015,0.2176,0.2474,-0.0000
19.368,0.0273,-0.0100,0.0132,0.0015,0.2217,0.2520,-0.0000
19.380,0.0278,-0.0101,0.0134,0.0016,0.2259,0.2567,-0.0000
19.392,0.0283,-0.0103,0.0137,0.0016,0.2300,0.2614,-0.0000
19.404,0.0288,-0.0105,0.0139,0.0016,0.2341,0.2661,-0.0000
19.416,0.0293,-0.0107,0.0142,0.0017,0.2382,0.2708,-0.0000
19.428,0.0298,-0.0109,0.0144,0.0017,0.2424,0.2755,-0.0000
19.440,0.0303,-0.0111,0.0146,0.0017,0.2465,0.2802,-0.0000
19.452,0.0308,-0.0113,0.0149,0.0018,0.2506,0.2849,-0.0000
19.464,0.0313,-0.0114,0.0151,0.0018,0.2548,0.2896,-0.0000
19.476,0.0318,-0.0116,0.0154,0.0018,0.2589,0.2943,-0.0000
19.488,0.0323,-0.0118,0.0156,0.0018,0.2630,0.2990,-0.0000
19.500,0.0328,-0.0120,0.0159,0.0019,0.2672,0.3037,-0.0000
19.512,0.0334,-0.0122,0.0161,0.0019,0.2713,0.3084,-0.0000
19.524,0.0339,-0.0124,0.0164,0.0019,0.2754,0.3131,-0.0000
19.536,0.0344,-0.0126,0.0166,0.0020,0.2796,0.3178,-0.0000
19.548,0.0349,-0.0127,0.0169,0.0020,0.2837,0.3225,-0.0000
19.560,0.0354,-0.0129,0.0171,0.0020,0.2878,0.3272,-0.0000
19.572,0.0359,-0.0131,0.0173,0.0020,0.2919,0.3319,-0.0000
19.584,0.0364,-0.0133,0.0176,0.0021,0.2961,0.3366,-0.0000
19.596,0.0369,-0.0135,0.0178,0.0021,0.3002,0.3413,-0.0000
19.608,0.0374,-0.0137,0.0181,0.0021,0.3043,0.3460,-0.0000
19.620,0.0379,-0.0139,0.0183,0.0022,0.3085,0.3507,-0.0000
19.632,0.0384,-0.0140,0.0186,0.0022,0.3126,0.3553,-0.0000
19.644,0.0389,-0.0142,0.0188,0.0022,0.3167,0.3600,-0.0000
19.656,0.0395,-0.0144,0.0191,0.0022,0.3209,0.3647,-0.0000
19.668,0.0400,-0.0146,0.0193,0.0023,0.3250,0.3694,-0.0000
19.680,0.0405,-0.0148,0.0196,0.0023,0.3291,0.3741,-0.0000
19.692,0.0410,-0.0150,0.0198,0.0023,0.3333,0.3788,-0.0000
19.704,0.0415,-0.0152,0.0200,0.0024,0.3374,0.3835,-0.0000
19.716,0.0420,-0.0153,0.0203,0.0024,0.3415,0.3882,-0.0000
19.728,0.0425,-0.0155,0.0205,0.0024,0.3457,0.3929,-0.0000
19.740,0.0430,-0.0157,0.0208,0.0024,0.3498,0.3976,-0.0000
19.752,0.0435,-0.0159,0.0210,0.0025,0.3539,0.4023,-0.0000
19.764,0.0440,-0.0161,0.0213,0.0025,0.3580,0.4070,-0.0000
19.776,0.0445,-0.0163,0.0215,0.0025,0.3622,0.4117,-0.0000
19.788,0.0450,-0.0165,0.0218,0.0026,0.3663,0.4164,-0.0000
19.800,0.0455,-0.0166,0.0220,0.0026,0.3704,0.4211,-0.0000
19.812,0.0461,-0.0168,0.0222,0.0026,0.3746,0.4258,-0.0000
19.824,0.0466,-0.0170,0.0225,0.0026,0.3787,0.4305,-0.0000
19.836,0.0471,-0.0172,0.0227,0.0027,0.3828,0.4352,-0.0000
19.848,0.0476,-0.0174,0.0230,0.0027,0.3870,0.4399,-0.0000
19.860,0.0481,-0.0176,0.0232,0.0027,0.3911,0.4446,-0.0000
19.872,0.0486,-0.0178,0.0235,0.0028,0.3952,0.4493,-0.0000
19.884,0.0491,-0.0179,0.0237,0.0028,0.3994,0.4540,-0.0000
19.896,0.0496,-0.0181,0.0240,0.0028,0.4035,0.4587,-0.0000
19.908,0.0501,-0.0183,0.0242,0.0028,0.4076,0.4634,-0.0000
19.920,0.0506,-0.0185,0.0245,0.0029,0.4118,0.4681,-0.0000
19.932,0.0511,-0.0187,0.0247,0.0029,0.4159,0.4728,-0.0000
19.944,0.0516,-0.0189,0.0249,0.0029,0.4200,0.4775,-0.0000
19.956,0.0522,-0.0191,0.0252,0.0030,0.4241,0.4821,-0.0000
19.968,0.0527,-0.0192,0.0254,0.0030,0.4283,0.4868,-0.0000
19.980,0.0532,-0.0194,0.0257,0.0030,0.4324,0.4915,-0.0000
19.992,0.0537,-0.0196,0.0259,0.0031,0.4365,0.4962,-0.0000
20.004,0.0542,-0.0198,0.0262,0.0031,0.4407,0.5009,-0.0000
20.016,0.0547,-0.0200,0.0264,0.0031,0.4448,0.5056,-0.0000
20.028,0.0552,-0.0202,0.0267,0.0031,0.4489,0.5103,-0.0000
20.040,0.0557,-0.0204,0.0269,0.0032,0.4531,0.5150,-0.0000
20.052,0.0562,-0.0205,0.0272,0.0032,0.4572,0.5197,-0.0000
20.064,0.0567,-0.0207,0.0274,0.0032,0.4613,0.5244,-0.0000
20.076,0.0572,-0.0209,0.0276,0.0033,0.4655,0.5291,-0.0000
20.088,0.0577,-0.0211,0.0279,0.0033,0.4696,0.5338,-0.0000
20.100,0.0582,-0.0213,0.0281,0.0033,0.4737,0.5385,-0.0000
20.112,0.0588,-0.0215,0.0284,0.0033,0.4779,0.5432,-0.0000
20.124,0.0593,-0.0217,0.0286,0.0034,0.4820,0.5479,-0.0000
20.136,0.0598,-0.0218,0.0289,0.0034,0.4861,0.5526,-0.0000
20.148,0.0603,-0.0220,0.0291,0.0034,0.4902,0.5573,-0.0000
20.160,0.0608,-0.0222,0.0294,0.0035,0.4944,0.5620,-0.0000
20.172,0.0613,-0.0224,0.0296,0.0035,0.4985,0.5667,-0.0000
20.184,0.0618,-0.0226,0.0299,0.0035,0.5026,0.5714,-0.0000
20.196,0.0623,-0.0228,0.0301,0.0035,0.5068,0.5761,-0.0000
20.208,0.0628,-0.0230,0.0303,0.0036,0.5109,0.5808,-0.0000
20.220,0.0633,-0.0231,0.0306,0.0036,0.5150,0.5855,-0.0000
20.232,0.0638,-0.0233,0.0308,0.0036,0.5192,0.5902,-0.0000
20.244,0.0643,-0.0235,0.0311,0.0037,0.5233,0.5949,-0.0000
20.256,0.0648,-0.0237,0.0313,0.0037,0.5274,0.5996,-0.0000
20.268,0.0654,-0.0239,0.0316,0.0037,0.5316,0.6042,-0.0000
20.280,0.0659,-0.0241,0.0318,0.0037,0.5357,0.6089,-0.0000
20.292,0.0664,-0.0243,0.0321,0.0038,0.5398,0.6136,-0.0000
20.304,0.0669,-0.0244,0.0323,0.0038,0.5440,0.6183,-0.0000
20.316,0.0674,-0.0246,0.0326,0.0038,0.5481,0.6230,-0.0000
20.328,0.0679,-0.0248,0.0328,0.0039,0.5522,0.6277,-0.0000
20.340,0.0684,-0.0250,0.0330,0.0039,0.5563,0.6324,-0.0000
20.352,0.0689,-0.0252,0.0333,0.0039,0.5605,0.6371,-0.0000
20.364,0.0694,-0.0254,0.0335,0.0039,0.5646,0.6418,-0.0000
20.376,0.0699,-0.0256,0.0338,0.0040,0.5687,0.6465,-0.0000
20.388,0.0704,-0.0257,0.0340,0.0040,0.5729,0.6512,-0.0000
20.400,0.0709,-0.0259,0.0343,0.0040,0.5770,0.6559,-0.0000
20.412,0.0715,-0.0261,0.0345,0.0041,0.5811,0.6606,-0.0000
20.424,0.0720,-0.0263,0.0348,0.0041,0.5853,0.6653,-0.0000
20.436,0.0725,-0.0265,0.0350,0.0041,0.5894,0.6700,-0.0000
20.448,0.0730,-0.0267,0.0353,0.0041,0.5935,0.6747,-0.0000
20.460,0.0735,-0.0269,0.0355,0.0042,0.5977,0.6794,-0.0000
20.472,0.0740,-0.0270,0.0357,0.0042,0.6018,0.6841,-0.0000
20.484,0.0745,-0.0272,0.0360,0.0042,0.6059,0.6888,-0.0000
20.496,0.0750,-0.0274,0.0362,0.0043,0.6101,0.6935,-0.0000
20.508,0.0755,-0.0276,0.0365,0.0043,0.6142,0.6982,-0.0000
20.520,0.0760,-0.0278,0.0367,0.0043,0.6183,0.7029,-0.0000
20.532,0.0765,-0.0280,0.0370,0.0043,0.6225,0.7076,-0.0000
20.544,0.0770,-0.0282,0.0372,0.0044,0.6266,0.7123,-0.0000
20.556,0.0775,-0.0283,0.0375,0.0044,0.6307,0.7170,-0.0000
20.568,0.0781,-0.0285,0.0377,0.0044,0.6348,0.7217,-0.0000
20.580,0.0786,-0.0287,0.0380,0.0045,0.6390,0.7264,-0.0000
20.592,0.0791,-0.0289,0.0382,0.0045,0.6431,0.7310,-0.0000
20.604,0.0796,-0.0291,0.0384,0.0045,0.6472,0.7357,-0.0000
20.616,0.0801,-0.0293,0.0387,0.0046,0.6514,0.7404,-0.0000
20.628,0.0806,-0.0295,0.0389,0.0046,0.6555,0.7451,-0.0000
20.640,0.0811,-0.0296,0.0392,0.0046,0.6596,0.7498,-0.0000
20.652,0.0816,-0.0298,0.0394,0.0046,0.6638,0.7545,-0.0000
20.664,0.0821,-0.0300,0.0397,0.0047,0.6679,0.7592,-0.0000
20.676,0.0826,-0.0302,0.0399,0.0047,0.6720,0.7639,-0.0000
20.688,0.0831,-0.0304,0.0402,0.0047,0.6762,0.7686,-0.0000
20.700,0.0836,-0.0306,0.0404,0.0048,0.6803,0.7733,-0.0000
20.712,0.0842,-0.0308,0.0407,0.0048,0.6844,0.7780,-0.0000
20.724,0.0847,-0.0309,0.0409,0.0048,0.6886,0.7827,-0.0000
20.736,0.0852,-0.0311,0.0411,0.0048,0.6927,0.7874,-0.0000
20.748,0.0857,-0.0313,0.0414,0.0049,0.6968,0.7921,-0.0000
20.760,0.0862,-0.0315,0.0416,0.0049,0.7009,0.7968,-0.0000
20.772,0.0867,-0.0317,0.0419,0.0049,0.7051,0.8015,-0.0000
20.784,0.0872,-0.0319,0.0421,0.0050,0.7092,0.8062,-0.0000
20.796,0.0877,-0.0320,0.0424,0.0050,0.7133,0.8109,-0.0000
20.808,0.0882,-0.0322,0.0426,0.0050,0.7175,0.8156,-0.0000
20.820,0.0887,-0.0324,0.0429,0.0050,0.7216,0.8203,-0.0000
20.832,0.0892,-0.0326,0.0431,0.0051,0.7257,0.8250,-0.0000
